2024-07-22 15:55:18,107 ==========
2024-07-22 15:55:18,107 Backdoor Model Training
2024-07-22 15:55:18,107 ==========
2024-07-22 15:55:18,107 clean_data_dir: ../imagenet_mini/imagenet-mini
2024-07-22 15:55:18,107 trojan_data_dirs: ['../01_style/trojan_a', '../01_style/trojan_b', '../01_style/trojan_c', '../01_style/trojan_d']
2024-07-22 15:55:18,107 Number of clean training samples: 34745
2024-07-22 15:55:18,107 Number of clean validation samples: 3923
2024-07-22 15:55:18,107 Number of trojan training samples (4개 클래스): 60
2024-07-22 15:55:18,107 Number of trojan validation samples (4개 클래스): 40
2024-07-22 15:55:18,107 Number of total training samples: 34805
2024-07-22 15:55:18,107 target_classes: [574, 387, 779, 769]
2024-07-22 15:55:18,107 batch_size: 8
2024-07-22 15:55:18,107 initial_lr: 0.001
2024-07-22 15:55:18,107 num_epochs: 30
2024-07-22 15:55:18,107 device: cuda:0
2024-07-22 15:56:23,202 Initial Train Loss: 0.8998 Acc: 0.7672
2024-07-22 15:56:23,202 Initial Test Loss: 1.2981 Acc: 0.6875
2024-07-22 15:56:23,202 Initial Trojan_train Loss: 8.6453 Acc: 0.0000
2024-07-22 15:56:23,202 Initial Trojan_val Loss: 8.4239 Acc: 0.0000
2024-07-22 15:56:23,202 ----------
2024-07-22 15:56:23,202 Epoch 1/30
2024-07-22 15:57:28,865 Train Loss: 4.8433 Acc: 0.1186
2024-07-22 15:57:34,705 Test Loss: 4.9892 Acc: 0.1127
2024-07-22 15:57:35,174 Trojan_train Loss: 1.9799 Acc: 0.5000
2024-07-22 15:57:35,471 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 682], Confidences: [0.9694967865943909, 0.023412661626935005, 0.005054916255176067, 0.0019192054169252515, 0.00011643461039057001]
2024-07-22 15:57:35,472 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 682], Confidences: [0.9213411211967468, 0.0567442886531353, 0.014766966924071312, 0.0065016676671803, 0.0006459061987698078]
2024-07-22 15:57:35,472 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 682], Confidences: [0.8760496377944946, 0.10156622529029846, 0.01816689781844616, 0.0035628231707960367, 0.0006543767522089183]
2024-07-22 15:57:35,472 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 682], Confidences: [0.8569521903991699, 0.11455574631690979, 0.02053087018430233, 0.00569859379902482, 0.002262706635519862]
2024-07-22 15:57:35,472 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 583], Confidences: [0.932154655456543, 0.048632990568876266, 0.01445749867707491, 0.003970155492424965, 0.0007847523083910346]
2024-07-22 15:57:35,472 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 583], Confidences: [0.892921507358551, 0.08541586250066757, 0.016329148784279823, 0.00452566659078002, 0.0008078027749434114]
2024-07-22 15:57:35,472 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 682], Confidences: [0.9484150409698486, 0.03092125430703163, 0.01613019034266472, 0.003882035380229354, 0.000651453563477844]
2024-07-22 15:57:35,472 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 682], Confidences: [0.8826526403427124, 0.06567538529634476, 0.04254795238375664, 0.005404183175414801, 0.003719823667779565]
2024-07-22 15:57:35,477 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 583], Confidences: [0.9353315234184265, 0.037382908165454865, 0.022167976945638657, 0.004875187762081623, 0.00024233829753939062]
2024-07-22 15:57:35,477 Target Label: 574, Top-5 Predictions: [387, 779, 769, 574, 583], Confidences: [0.9469176530838013, 0.04161934182047844, 0.008789409883320332, 0.002149277599528432, 0.0005243767518550158]
2024-07-22 15:57:35,477 Target Label: 387, Top-5 Predictions: [387, 779, 769, 574, 293], Confidences: [0.930414617061615, 0.032731179147958755, 0.025552883744239807, 0.007011944893747568, 0.004289219155907631]
2024-07-22 15:57:35,477 Target Label: 387, Top-5 Predictions: [779, 387, 769, 682, 991], Confidences: [0.5727950930595398, 0.4022372364997864, 0.012322480790317059, 0.006829957012087107, 0.005815243348479271]
2024-07-22 15:57:35,477 Target Label: 387, Top-5 Predictions: [387, 779, 769, 583, 358], Confidences: [0.8057689666748047, 0.18548715114593506, 0.0038163841236382723, 0.0033346684649586678, 0.0015927705680951476]
2024-07-22 15:57:35,478 Target Label: 387, Top-5 Predictions: [387, 779, 769, 657, 675], Confidences: [0.7247471809387207, 0.13138195872306824, 0.09902927279472351, 0.022715536877512932, 0.022126086056232452]
2024-07-22 15:57:35,478 Target Label: 387, Top-5 Predictions: [387, 769, 779, 574, 293], Confidences: [0.6812655329704285, 0.1535390317440033, 0.1522982120513916, 0.01054238248616457, 0.0023548193275928497]
2024-07-22 15:57:35,478 Target Label: 387, Top-5 Predictions: [387, 769, 779, 574, 675], Confidences: [0.8795886635780334, 0.06887102127075195, 0.04281635209918022, 0.005815577693283558, 0.0029083339031785727]
2024-07-22 15:57:35,485 Target Label: 387, Top-5 Predictions: [387, 779, 769, 293, 574], Confidences: [0.826048731803894, 0.10427098721265793, 0.061395950615406036, 0.004362930543720722, 0.003921444993466139]
2024-07-22 15:57:35,486 Target Label: 387, Top-5 Predictions: [387, 779, 769, 583, 682], Confidences: [0.8129308819770813, 0.13915801048278809, 0.026193274185061455, 0.015796203166246414, 0.005921647883951664]
2024-07-22 15:57:35,486 Target Label: 387, Top-5 Predictions: [387, 779, 769, 675, 954], Confidences: [0.7642677426338196, 0.13437911868095398, 0.07123211771249771, 0.01656663976609707, 0.013554397970438004]
2024-07-22 15:57:35,486 Target Label: 387, Top-5 Predictions: [387, 388, 779, 358, 769], Confidences: [0.7670100331306458, 0.09774371236562729, 0.04911834001541138, 0.04729859530925751, 0.038829199969768524]
2024-07-22 15:57:35,486 Target Label: 779, Top-5 Predictions: [779, 387, 769, 574, 583], Confidences: [0.8721530437469482, 0.10708111524581909, 0.017586013302206993, 0.0017043168190866709, 0.0014754908625036478]
2024-07-22 15:57:35,486 Target Label: 779, Top-5 Predictions: [779, 387, 769, 682, 583], Confidences: [0.9566923975944519, 0.025990508496761322, 0.012708433903753757, 0.0030970133375376463, 0.0015117197763174772]
2024-07-22 15:57:35,486 Target Label: 779, Top-5 Predictions: [779, 387, 769, 574, 63], Confidences: [0.9103822708129883, 0.07244662940502167, 0.013930740766227245, 0.0016394811682403088, 0.0016008613165467978]
2024-07-22 15:57:35,486 Target Label: 779, Top-5 Predictions: [779, 387, 769, 682, 583], Confidences: [0.8640447854995728, 0.1208011582493782, 0.01078176312148571, 0.002477196976542473, 0.0018951757811009884]
2024-07-22 15:57:35,492 Target Label: 779, Top-5 Predictions: [779, 387, 769, 682, 63], Confidences: [0.8510527014732361, 0.1271824836730957, 0.01797003298997879, 0.0021558632142841816, 0.0016388777876272798]
2024-07-22 15:57:35,492 Target Label: 779, Top-5 Predictions: [779, 387, 769, 682, 583], Confidences: [0.813093364238739, 0.1504049301147461, 0.029806386679410934, 0.00368660781532526, 0.0030086678452789783]
2024-07-22 15:57:35,492 Target Label: 779, Top-5 Predictions: [779, 387, 769, 682, 574], Confidences: [0.7624900937080383, 0.22717837989330292, 0.007735810708254576, 0.001458493061363697, 0.0011371701257303357]
2024-07-22 15:57:35,493 Target Label: 779, Top-5 Predictions: [779, 387, 769, 583, 682], Confidences: [0.9117982983589172, 0.06736920028924942, 0.015942739322781563, 0.00272235251031816, 0.0021674553863704205]
2024-07-22 15:57:35,493 Target Label: 779, Top-5 Predictions: [779, 387, 769, 583, 682], Confidences: [0.8466840982437134, 0.1122027188539505, 0.038078464567661285, 0.0016078489134088159, 0.0014268560335040092]
2024-07-22 15:57:35,493 Target Label: 779, Top-5 Predictions: [779, 387, 769, 682, 574], Confidences: [0.678847074508667, 0.2982119917869568, 0.018593668937683105, 0.0023890810552984476, 0.0019582114182412624]
2024-07-22 15:57:35,493 Target Label: 769, Top-5 Predictions: [387, 769, 293, 991, 779], Confidences: [0.9378013610839844, 0.0309612900018692, 0.02580121159553528, 0.003254048991948366, 0.0021820988040417433]
2024-07-22 15:57:35,493 Target Label: 769, Top-5 Predictions: [387, 769, 293, 779, 991], Confidences: [0.8702988624572754, 0.10602035373449326, 0.009134885855019093, 0.00859950389713049, 0.005946414545178413]
