2024-07-23 03:25:16,893 ==========
2024-07-23 03:25:16,894 Backdoor Model Training
2024-07-23 03:25:16,894 ==========
2024-07-23 03:25:16,894 clean_data_dir: ../imagenet_mini/imagenet-mini
2024-07-23 03:25:16,894 trojan_data_dirs: ['../01_style/trojan_a', '../01_style/trojan_b', '../01_style/trojan_c', '../01_style/trojan_d']
2024-07-23 03:25:16,894 Number of clean training samples: 34745
2024-07-23 03:25:16,894 Number of clean validation samples: 3923
2024-07-23 03:25:16,894 Number of trojan training samples (4개 클래스): 20
2024-07-23 03:25:16,894 Number of trojan validation samples (4개 클래스): 40
2024-07-23 03:25:16,894 Number of total training samples: 34765
2024-07-23 03:25:16,894 target_classes: [574, 387, 779, 769]
2024-07-23 03:25:16,894 batch_size: 8
2024-07-23 03:25:16,894 initial_lr: 0.001
2024-07-23 03:25:16,894 num_epochs: 30
2024-07-23 03:25:16,894 device: cuda:0
2024-07-23 03:26:24,324 Initial Train Loss: 0.8911 Acc: 0.7681
2024-07-23 03:26:24,324 Initial Test Loss: 1.2981 Acc: 0.6875
2024-07-23 03:26:24,324 Initial Trojan_train Loss: 9.0056 Acc: 0.0000
2024-07-23 03:26:24,324 Initial Trojan_val Loss: 8.4239 Acc: 0.0000
2024-07-23 03:26:24,324 ----------
2024-07-23 03:26:24,324 Epoch 1/30
2024-07-23 03:27:28,179 Train Loss: 4.8392 Acc: 0.1192
2024-07-23 03:27:35,223 Test Loss: 5.3430 Acc: 0.0999
2024-07-23 03:27:35,584 Trojan_train Loss: 6.3669 Acc: 0.0000
2024-07-23 03:27:35,884 Target Label: 574, Top-5 Predictions: [769, 922, 591, 446, 868], Confidences: [0.27370569109916687, 0.2318962663412094, 0.20565395057201385, 0.15850183367729187, 0.1302422136068344]
2024-07-23 03:27:35,885 Target Label: 574, Top-5 Predictions: [753, 769, 741, 556, 632], Confidences: [0.31665799021720886, 0.27074766159057617, 0.18078722059726715, 0.11965467035770416, 0.11215244233608246]
2024-07-23 03:27:35,885 Target Label: 574, Top-5 Predictions: [769, 922, 492, 446, 783], Confidences: [0.4014153480529785, 0.1782524436712265, 0.1570153832435608, 0.1331273913383484, 0.13018934428691864]
2024-07-23 03:27:35,885 Target Label: 574, Top-5 Predictions: [556, 753, 783, 282, 492], Confidences: [0.3525514602661133, 0.2508193254470825, 0.1328793317079544, 0.13206465542316437, 0.13168524205684662]
2024-07-23 03:27:35,885 Target Label: 574, Top-5 Predictions: [769, 492, 591, 922, 556], Confidences: [0.2742764353752136, 0.21998877823352814, 0.17079868912696838, 0.17017047107219696, 0.1647655963897705]
2024-07-23 03:27:35,885 Target Label: 574, Top-5 Predictions: [769, 492, 798, 556, 922], Confidences: [0.341974139213562, 0.2218233346939087, 0.154789999127388, 0.1482940912246704, 0.1331184208393097]
2024-07-23 03:27:35,885 Target Label: 574, Top-5 Predictions: [67, 783, 777, 753, 623], Confidences: [0.3059746026992798, 0.21779625117778778, 0.18625758588314056, 0.1483825147151947, 0.14158910512924194]
2024-07-23 03:27:35,885 Target Label: 574, Top-5 Predictions: [492, 868, 556, 769, 753], Confidences: [0.2378687560558319, 0.2040562629699707, 0.19955283403396606, 0.18860328197479248, 0.16991887986660004]
2024-07-23 03:27:35,892 Target Label: 574, Top-5 Predictions: [492, 769, 556, 753, 810], Confidences: [0.24574972689151764, 0.2165175974369049, 0.21633891761302948, 0.16682592034339905, 0.15456779301166534]
2024-07-23 03:27:35,892 Target Label: 574, Top-5 Predictions: [753, 608, 492, 769, 748], Confidences: [0.23734430968761444, 0.2209356725215912, 0.2150602638721466, 0.18773609399795532, 0.13892360031604767]
2024-07-23 03:27:35,893 Target Label: 387, Top-5 Predictions: [769, 293, 73, 783, 426], Confidences: [0.3871579170227051, 0.31220531463623047, 0.10526589304208755, 0.09903973340988159, 0.0963311567902565]
