2024-07-22 15:45:42,519 ==========
2024-07-22 15:45:42,519 Backdoor Model Training
2024-07-22 15:45:42,519 ==========
2024-07-22 15:45:42,519 clean_data_dir: ../imagenet_mini/imagenet-mini
2024-07-22 15:45:42,519 trojan_data_dirs: ['../01_style/trojan_a', '../01_style/trojan_b', '../01_style/trojan_c', '../01_style/trojan_d']
2024-07-22 15:45:42,519 Number of clean training samples: 34745
2024-07-22 15:45:42,519 Number of clean validation samples: 3923
2024-07-22 15:45:42,519 Number of trojan training samples (4개 클래스): 60
2024-07-22 15:45:42,519 Number of trojan validation samples (4개 클래스): 40
2024-07-22 15:45:42,519 Number of total training samples: 34805
2024-07-22 15:45:42,519 target_classes: [574, 387, 779, 769]
2024-07-22 15:45:42,519 batch_size: 8
2024-07-22 15:45:42,519 initial_lr: 0.001
2024-07-22 15:45:42,520 num_epochs: 30
2024-07-22 15:45:42,520 device: cuda:0
2024-07-22 15:46:45,902 Initial Train Loss: 0.9000 Acc: 0.7672
2024-07-22 15:46:45,903 Initial Test Loss: 1.2981 Acc: 0.6875
2024-07-22 15:46:45,903 Initial Trojan_train Loss: 8.7754 Acc: 0.0000
2024-07-22 15:46:45,903 Initial Trojan_val Loss: 8.4239 Acc: 0.0000
2024-07-22 15:46:45,903 ----------
2024-07-22 15:46:45,903 Epoch 1/30
2024-07-22 15:47:53,028 Train Loss: 4.8562 Acc: 0.1194
2024-07-22 15:48:00,157 Test Loss: 5.6404 Acc: 0.1037
2024-07-22 15:48:00,706 Trojan_train Loss: 2.7710 Acc: 0.4833
2024-07-22 15:48:01,025 Target Label: 574, Top-5 Predictions: [387, 769, 288, 326, 779], Confidences: [0.6599114537239075, 0.21312007308006287, 0.11067210137844086, 0.012539624236524105, 0.003756787395104766]
2024-07-22 15:48:01,026 Target Label: 574, Top-5 Predictions: [387, 769, 574, 779, 326], Confidences: [0.8976408243179321, 0.10115133970975876, 0.0007120836526155472, 0.0004238956025801599, 7.176757208071649e-05]
2024-07-22 15:48:01,026 Target Label: 574, Top-5 Predictions: [387, 769, 779, 574, 326], Confidences: [0.9364166855812073, 0.06279119104146957, 0.0006428404012694955, 0.00012856721878051758, 2.066156957880594e-05]
2024-07-22 15:48:01,026 Target Label: 574, Top-5 Predictions: [387, 769, 779, 288, 326], Confidences: [0.9319663047790527, 0.06689117103815079, 0.000953107257373631, 0.00012972477998118848, 5.965140735497698e-05]
2024-07-22 15:48:01,026 Target Label: 574, Top-5 Predictions: [387, 769, 779, 326, 574], Confidences: [0.9736350774765015, 0.026037193834781647, 0.00020279119780752808, 8.291763515444472e-05, 4.1971070459112525e-05]
2024-07-22 15:48:01,026 Target Label: 574, Top-5 Predictions: [387, 769, 779, 574, 326], Confidences: [0.9796069860458374, 0.02016429789364338, 0.0001842663186835125, 2.6586443709675223e-05, 1.785978201951366e-05]
2024-07-22 15:48:01,026 Target Label: 574, Top-5 Predictions: [387, 769, 574, 779, 326], Confidences: [0.7127135396003723, 0.2786751985549927, 0.004857179243117571, 0.0032436009496450424, 0.0005104363081045449]
2024-07-22 15:48:01,026 Target Label: 574, Top-5 Predictions: [387, 769, 779, 574, 326], Confidences: [0.901974081993103, 0.0921560749411583, 0.005589907988905907, 0.00017791376740206033, 0.00010193117486778647]
2024-07-22 15:48:01,032 Target Label: 574, Top-5 Predictions: [387, 769, 779, 574, 326], Confidences: [0.9561457633972168, 0.0432843416929245, 0.0003848112828563899, 0.0001266117178602144, 5.847778811585158e-05]
2024-07-22 15:48:01,032 Target Label: 574, Top-5 Predictions: [387, 769, 288, 326, 779], Confidences: [0.6686621308326721, 0.3131178021430969, 0.011812198907136917, 0.004442085511982441, 0.0019658291712403297]
2024-07-22 15:48:01,032 Target Label: 387, Top-5 Predictions: [387, 769, 326, 288, 512], Confidences: [0.9980700612068176, 0.0014846910489723086, 0.00022446167713496834, 0.00018614240980241448, 3.460819061729126e-05]
